lead_id,created_date,source,course_interest,city,total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,current_stage,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert
LEAD00213,2025-05-03,google_ads,MBA,Delhi,2,2,0,0,0,0,44.3,19,engagement,17,10,10,7,C009,0,
LEAD00214,2023-10-21,google_ads,MBA,Chennai,7,8,3,0,1,69,43.6,15,admission,7,14,2,6,C004,1,42
LEAD00215,2023-10-05,walk_in,MBA,Mumbai,6,6,1,1,1,25,52.6,3,verification,9,12,5,3,C010,0,
LEAD00216,2025-03-13,google_ads,B.Tech CS,Chennai,4,5,3,0,1,47,57.2,17,verification,13,14,7,4,C005,1,75
LEAD00217,2024-08-01,website,MBA,Delhi,8,11,3,1,0,50,36.5,8,verification,6,15,3,1,C007,1,43
LEAD00218,2023-07-19,website,BBA,Delhi,0,1,1,1,0,41,,21,application,14,9,10,6,C006,0,
LEAD00219,2023-12-08,google_ads,B.Com,Hyderabad,8,5,5,0,0,40,,3,admission,10,9,7,2,C002,1,27
LEAD00220,2023-05-04,referral,BBA,Mumbai,0,4,4,1,0,57,,13,admission,6,7,4,6,C006,1,79
LEAD00221,2025-02-18,walk_in,BBA,Delhi,0,2,2,1,0,0,65.9,14,engagement,11,13,9,5,C006,1,35
LEAD00222,2024-09-28,referral,B.Tech CS,Bangalore,0,0,0,0,0,45,,30,application,5,4,10,0,C006,1,28
LEAD00223,2025-09-27,facebook,BBA,Bangalore,2,4,0,0,0,18,31.7,22,inquiry,7,14,3,7,C001,0,
LEAD00224,2023-01-17,facebook,B.Tech CS,Mumbai,5,9,5,1,0,31,1.0,8,inquiry,9,0,2,3,C009,0,
LEAD00225,2025-11-20,walk_in,B.Tech CS,Pune,0,0,2,0,0,0,20.5,15,engagement,16,13,7,5,C006,0,
LEAD00226,2025-04-25,google_ads,MBA,Chennai,3,2,2,1,1,0,21.0,9,inquiry,17,4,3,4,C003,0,
LEAD00227,2024-08-10,website,M.Tech,Pune,9,9,3,1,1,35,47.8,12,enrollment,16,10,4,2,C010,1,90
LEAD00228,2023-12-22,google_ads,MBA,Delhi,1,1,0,0,1,1,,25,engagement,2,14,5,5,C002,0,
LEAD00229,2023-08-12,facebook,B.Com,Mumbai,5,3,2,0,0,0,48.0,1,verification,10,15,7,6,C007,0,
LEAD00230,2023-01-16,facebook,B.Tech CS,Delhi,3,8,2,0,0,11,60.1,9,engagement,12,15,10,2,C002,0,
LEAD00231,2024-10-12,google_ads,B.Tech CS,Chennai,2,11,2,1,1,19,15.7,21,verification,13,5,5,5,C005,1,34
LEAD00232,2024-01-25,google_ads,B.Com,Delhi,0,4,0,0,1,7,57.8,18,inquiry,20,1,5,4,C004,0,
LEAD00233,2025-12-27,google_ads,MBA,Pune,2,0,2,0,0,5,1.1,17,enrollment,0,4,9,7,C003,1,68
LEAD00234,2024-05-26,referral,B.Tech CS,Hyderabad,4,11,0,0,1,59,,22,payment,3,13,9,2,C001,1,31
LEAD00235,2023-08-19,facebook,B.Tech CS,Pune,4,1,3,1,0,37,,18,application,7,1,4,5,C006,1,51
LEAD00236,2025-03-10,google_ads,MBA,Delhi,1,5,0,0,0,21,,14,enrollment,6,14,0,7,C003,1,10
LEAD00237,2025-08-22,google_ads,MBA,Pune,7,11,1,0,0,50,,5,application,16,14,2,2,C001,0,
LEAD00238,2024-02-15,google_ads,MBA,Bangalore,8,8,3,1,0,36,,15,application,5,4,8,6,C003,1,28
LEAD00239,2024-03-08,walk_in,MBA,Delhi,0,5,3,1,0,2,71.5,28,verification,13,2,3,1,C002,1,39
LEAD00240,2025-07-27,facebook,B.Com,Hyderabad,5,3,1,0,0,38,67.7,25,inquiry,12,6,3,0,C002,0,
LEAD00241,2023-04-06,walk_in,MBA,Bangalore,3,3,2,1,0,28,37.3,21,engagement,7,0,8,6,C005,0,
LEAD00242,2023-12-13,facebook,MBA,Delhi,4,9,1,1,1,51,65.5,6,inquiry,2,13,8,6,C002,0,
LEAD00243,2024-04-03,facebook,B.Tech CS,Pune,3,7,0,0,1,1,30.6,2,inquiry,16,8,10,2,C003,0,
LEAD00244,2024-03-15,facebook,BBA,Hyderabad,2,0,1,0,0,0,48.1,1,enrollment,12,5,4,5,C009,1,76
LEAD00245,2024-07-10,walk_in,MBA,Chennai,0,4,2,0,1,1,70.7,20,inquiry,19,8,3,6,C005,0,
LEAD00246,2024-07-25,google_ads,B.Tech CS,Hyderabad,5,0,2,1,0,48,,24,engagement,10,5,5,7,C001,0,
LEAD00247,2024-07-19,website,MBA,Delhi,8,8,4,0,1,42,,4,application,13,1,5,6,C005,0,
LEAD00248,2024-09-03,walk_in,MBA,Hyderabad,5,6,5,1,0,40,40.3,20,enrollment,11,13,8,5,C001,1,56
LEAD00249,2024-11-23,google_ads,M.Tech,Hyderabad,0,1,0,0,0,38,8.2,4,engagement,20,0,3,6,C007,0,
LEAD00250,2025-09-20,google_ads,M.Tech,Pune,0,0,2,1,0,0,44.8,19,inquiry,20,10,5,4,C009,0,
LEAD00251,2024-01-24,website,B.Tech CS,Bangalore,5,7,2,1,1,59,26.4,23,engagement,1,3,0,6,C004,0,
LEAD00252,2023-01-09,google_ads,B.Com,Mumbai,6,10,2,0,1,47,5.1,14,inquiry,1,6,10,4,C007,0,
LEAD00253,2024-05-25,facebook,BBA,Pune,0,1,3,0,0,3,71.5,13,engagement,4,14,7,1,C009,0,
LEAD00254,2024-09-15,referral,MBA,Bangalore,2,7,3,0,1,8,59.6,8,verification,18,2,1,6,C004,0,
LEAD00255,2023-10-13,facebook,MBA,Chennai,2,6,0,0,1,11,6.8,26,inquiry,5,10,9,1,C004,0,
LEAD00256,2023-09-24,google_ads,BBA,Pune,7,8,2,0,1,40,54.8,27,application,6,2,9,6,C009,1,76
LEAD00257,2024-05-22,walk_in,B.Tech CS,Mumbai,3,2,2,1,1,48,65.3,1,enrollment,0,14,5,0,C004,1,78
LEAD00258,2025-07-11,facebook,B.Tech CS,Chennai,5,4,4,0,0,45,,8,application,1,12,8,1,C005,1,79
LEAD00259,2023-12-12,google_ads,B.Com,Hyderabad,7,7,1,1,0,54,22.1,13,application,17,1,3,3,C002,0,
LEAD00260,2024-02-24,facebook,B.Com,Mumbai,5,8,2,0,1,43,,13,application,19,15,5,1,C007,0,
LEAD00261,2023-04-02,google_ads,MBA,Bangalore,0,7,2,0,0,11,49.9,4,admission,9,11,1,3,C005,1,38
LEAD00262,2025-05-22,google_ads,M.Tech,Delhi,4,0,1,1,0,30,31.6,22,application,18,11,4,5,C007,0,
LEAD00263,2024-08-08,google_ads,MBA,Pune,5,7,2,1,0,84,10.4,1,application,18,5,4,2,C008,1,56
LEAD00264,2023-05-19,google_ads,B.Com,Bangalore,2,10,4,0,0,75,43.7,16,verification,12,2,1,6,C009,1,61
LEAD00265,2025-02-04,facebook,BBA,Chennai,2,8,4,0,0,32,15.0,11,inquiry,16,5,1,5,C001,0,
LEAD00266,2024-07-08,facebook,B.Tech CS,Bangalore,3,8,0,0,1,32,41.2,28,application,20,1,4,0,C008,0,
LEAD00267,2024-08-06,website,B.Tech CS,Bangalore,0,4,1,0,0,30,,11,engagement,10,15,3,6,C004,0,
LEAD00268,2024-03-11,facebook,M.Tech,Hyderabad,5,5,1,1,1,44,61.9,28,engagement,16,5,7,1,C006,0,
LEAD00269,2024-06-05,facebook,MBA,Hyderabad,2,4,1,0,1,14,54.0,10,engagement,14,6,9,1,C006,0,
LEAD00270,2024-08-24,walk_in,MBA,Bangalore,4,3,2,0,1,54,58.9,16,admission,3,1,7,3,C009,1,11
LEAD00271,2024-02-11,website,B.Tech CS,Mumbai,2,2,0,0,0,0,48.1,23,application,18,13,5,2,C010,0,
LEAD00272,2025-10-17,facebook,M.Tech,Chennai,0,4,2,1,0,7,62.7,17,engagement,19,4,1,0,C008,0,
LEAD00273,2024-02-18,walk_in,MBA,Chennai,0,4,1,1,1,0,29.1,13,verification,2,9,8,6,C009,1,36
LEAD00274,2025-12-20,facebook,B.Tech CS,Pune,7,14,4,0,1,78,7.8,14,payment,11,0,7,2,C003,1,13
LEAD00275,2023-11-11,website,BBA,Pune,4,5,0,0,1,39,,24,payment,18,10,8,0,C006,1,16
LEAD00276,2024-12-25,referral,M.Tech,Pune,2,8,3,1,1,61,30.9,9,enrollment,17,7,8,3,C008,1,44
LEAD00277,2025-10-27,referral,B.Com,Mumbai,2,2,0,0,0,53,25.2,11,engagement,0,11,2,1,C010,0,
LEAD00278,2023-03-05,walk_in,BBA,Pune,6,8,3,0,0,40,1.9,16,inquiry,18,4,6,7,C006,0,
LEAD00279,2025-05-05,facebook,B.Tech CS,Hyderabad,5,4,1,0,0,31,,18,application,1,15,1,5,C005,0,
LEAD00280,2024-11-28,google_ads,B.Tech CS,Pune,5,5,1,0,0,33,68.4,17,inquiry,3,11,5,7,C006,0,
LEAD00281,2024-12-01,google_ads,B.Tech CS,Pune,1,4,5,0,1,41,4.7,12,application,19,13,9,1,C007,0,
LEAD00282,2025-01-06,facebook,B.Tech CS,Delhi,3,0,1,0,0,4,,7,inquiry,4,4,6,5,C003,0,
LEAD00283,2023-05-03,facebook,BBA,Pune,4,3,1,0,1,36,10.1,8,inquiry,15,9,8,2,C002,0,
LEAD00284,2024-07-10,google_ads,MBA,Bangalore,4,0,5,1,0,28,55.0,14,inquiry,20,15,4,5,C010,0,
LEAD00285,2023-02-28,google_ads,BBA,Chennai,3,8,2,0,0,37,,4,payment,3,12,7,6,C008,1,13
LEAD00286,2023-07-23,google_ads,B.Tech CS,Delhi,6,4,2,0,0,68,51.3,1,enrollment,4,3,2,2,C010,1,19
LEAD00287,2024-10-12,walk_in,B.Tech CS,Chennai,0,0,0,0,0,19,,29,verification,14,3,8,5,C002,0,
LEAD00288,2023-11-28,facebook,B.Com,Chennai,5,9,4,1,0,32,8.6,20,inquiry,16,6,9,3,C007,0,
LEAD00289,2024-03-03,website,B.Tech CS,Pune,3,2,0,0,1,36,,12,inquiry,10,1,5,6,C007,0,
LEAD00290,2024-08-15,walk_in,B.Tech CS,Pune,1,9,0,0,0,45,67.1,13,inquiry,20,13,9,0,C002,0,
LEAD00291,2023-03-27,google_ads,B.Com,Bangalore,0,4,0,0,0,19,55.0,21,engagement,18,11,1,1,C004,0,
LEAD00292,2024-08-28,referral,MBA,Chennai,4,4,0,0,0,37,29.5,25,verification,14,7,4,3,C002,1,90
LEAD00293,2023-06-17,referral,BBA,Delhi,3,7,3,1,1,51,,4,payment,6,11,5,7,C003,1,90
LEAD00294,2024-08-22,referral,BBA,Hyderabad,0,4,1,1,0,29,,16,payment,8,12,9,3,C002,1,60
LEAD00295,2023-07-18,referral,BBA,Chennai,3,6,2,0,0,33,,11,engagement,9,1,8,7,C009,0,
LEAD00296,2023-07-01,facebook,B.Com,Chennai,5,8,3,0,0,56,46.1,21,engagement,5,9,6,7,C005,0,
LEAD00297,2025-12-13,facebook,B.Tech CS,Bangalore,5,12,3,0,1,47,45.6,2,enrollment,7,4,6,3,C008,1,57
LEAD00298,2024-12-26,website,B.Tech CS,Hyderabad,5,11,5,1,0,23,25.8,25,inquiry,6,13,8,4,C006,0,
LEAD00299,2024-04-04,facebook,MBA,Bangalore,0,4,0,0,0,0,,3,engagement,5,0,9,0,C003,0,
LEAD00300,2025-11-16,referral,B.Tech CS,Chennai,2,3,2,0,0,16,71.9,18,engagement,17,7,5,4,C006,0,
LEAD00301,2023-06-06,facebook,MBA,Delhi,5,5,1,1,1,33,,14,inquiry,14,8,6,5,C008,0,
LEAD00302,2023-12-27,facebook,MBA,Chennai,4,1,0,0,1,42,,26,engagement,17,8,10,2,C002,0,
LEAD00303,2024-09-22,website,B.Tech CS,Pune,7,7,3,1,1,51,10.0,22,engagement,4,4,2,5,C009,1,54
LEAD00304,2025-08-10,google_ads,B.Tech CS,Hyderabad,7,11,2,1,0,89,,9,engagement,17,12,4,1,C002,1,62
LEAD00305,2024-01-12,referral,M.Tech,Chennai,0,8,1,0,1,24,8.1,12,engagement,20,4,3,1,C010,0,
LEAD00306,2024-11-10,walk_in,B.Com,Bangalore,4,3,2,0,0,44,13.1,7,inquiry,2,11,5,4,C003,1,28
LEAD00307,2025-08-07,facebook,M.Tech,Delhi,0,1,2,0,1,10,18.4,19,inquiry,18,7,6,1,C002,0,
LEAD00308,2025-01-03,referral,MBA,Chennai,8,4,5,1,0,59,45.9,16,engagement,16,7,6,7,C007,0,
LEAD00309,2025-09-23,referral,B.Tech CS,Bangalore,5,8,3,1,1,36,5.3,20,payment,2,1,3,0,C003,1,51
LEAD00310,2024-09-14,referral,BBA,Delhi,7,5,2,0,0,44,45.0,4,enrollment,8,13,7,4,C008,1,40
LEAD00311,2025-07-13,google_ads,BBA,Mumbai,0,2,2,1,0,37,57.9,23,inquiry,15,12,0,5,C001,0,
LEAD00312,2025-07-25,facebook,B.Com,Hyderabad,3,1,3,1,1,88,50.6,0,enrollment,12,13,1,5,C002,1,24
LEAD00313,2025-07-10,referral,B.Tech CS,Delhi,2,8,4,1,0,58,9.5,1,engagement,9,1,1,4,C004,1,8
LEAD00314,2025-11-23,facebook,MBA,Hyderabad,0,0,0,0,0,27,28.3,30,inquiry,19,10,10,5,C009,0,
LEAD00315,2023-06-05,google_ads,BBA,Pune,1,3,0,0,1,17,37.9,12,inquiry,17,14,1,4,C008,0,
LEAD00316,2025-04-15,google_ads,B.Tech CS,Hyderabad,3,12,2,0,0,36,56.1,8,inquiry,20,14,8,7,C001,0,
LEAD00317,2024-08-08,facebook,MBA,Chennai,5,10,3,0,1,24,32.0,15,inquiry,2,0,9,4,C003,0,
LEAD00318,2025-10-01,walk_in,M.Tech,Mumbai,5,0,2,1,0,54,,29,payment,20,1,7,4,C005,1,21
LEAD00319,2023-03-12,referral,B.Tech CS,Pune,3,3,1,1,0,49,49.2,2,admission,4,14,10,1,C008,1,27
LEAD00320,2025-05-06,google_ads,B.Tech CS,Hyderabad,5,7,3,0,0,34,,24,application,12,13,3,7,C001,0,
LEAD00321,2023-04-27,referral,MBA,Hyderabad,9,10,4,0,1,53,68.0,5,enrollment,10,3,7,4,C001,1,67
LEAD00322,2025-08-06,google_ads,BBA,Delhi,1,0,1,0,0,23,11.9,10,verification,19,11,9,6,C007,0,
LEAD00323,2023-04-17,referral,B.Tech CS,Pune,6,6,4,1,0,3,,4,inquiry,18,5,10,0,C006,0,
LEAD00324,2024-11-01,referral,B.Com,Pune,2,6,0,0,0,15,38.5,4,inquiry,7,14,5,2,C007,0,
LEAD00325,2024-12-20,referral,BBA,Hyderabad,5,7,0,0,0,86,,0,payment,18,3,7,3,C002,1,79
LEAD00326,2024-12-27,google_ads,B.Com,Pune,2,6,1,1,0,25,44.5,4,application,19,12,3,3,C008,0,
LEAD00327,2023-04-16,facebook,M.Tech,Bangalore,0,0,1,0,0,22,29.4,12,inquiry,14,1,1,5,C006,0,
LEAD00328,2025-01-23,referral,MBA,Bangalore,5,4,2,0,0,14,40.9,0,inquiry,11,6,0,5,C002,0,
LEAD00329,2023-05-19,google_ads,MBA,Delhi,2,2,3,1,1,4,29.3,19,application,14,14,0,2,C003,0,
LEAD00330,2025-08-13,facebook,B.Tech CS,Chennai,0,0,0,0,0,0,21.5,5,engagement,15,14,6,6,C005,0,
LEAD00331,2024-07-07,walk_in,B.Com,Delhi,6,10,4,0,0,28,22.4,13,inquiry,18,5,2,2,C003,0,
LEAD00332,2024-02-17,website,MBA,Bangalore,2,0,2,0,0,0,64.3,26,engagement,17,6,4,6,C006,0,
LEAD00333,2023-05-16,google_ads,B.Tech CS,Hyderabad,3,0,3,1,0,16,,12,verification,12,13,7,0,C008,0,
LEAD00334,2023-03-13,facebook,BBA,Bangalore,0,2,0,0,0,7,53.1,10,engagement,11,11,4,1,C010,0,
LEAD00335,2023-04-12,referral,B.Tech CS,Hyderabad,2,4,1,0,1,55,,2,inquiry,10,13,2,2,C009,1,20
LEAD00336,2025-06-27,website,B.Tech CS,Mumbai,6,8,2,0,0,20,53.4,6,inquiry,1,0,4,1,C009,0,
LEAD00337,2024-08-09,google_ads,BBA,Bangalore,7,7,2,1,1,37,26.2,4,enrollment,9,1,0,4,C005,1,51
LEAD00338,2023-08-09,facebook,B.Tech CS,Pune,6,7,4,0,0,23,18.4,4,payment,14,4,10,3,C010,1,64
LEAD00339,2025-11-03,referral,BBA,Delhi,3,10,6,1,0,66,11.7,8,inquiry,17,15,2,7,C009,0,
LEAD00340,2023-05-25,facebook,B.Com,Hyderabad,6,5,4,1,1,55,52.7,1,engagement,13,1,0,5,C002,0,
LEAD00341,2024-07-23,facebook,B.Com,Bangalore,1,5,3,1,0,42,61.4,16,engagement,4,10,6,7,C001,0,
LEAD00342,2025-01-18,website,M.Tech,Mumbai,6,2,1,1,0,50,4.9,24,application,16,2,9,2,C005,0,
LEAD00343,2024-10-09,facebook,BBA,Mumbai,3,0,2,1,0,41,8.6,20,admission,3,11,5,1,C006,1,12
LEAD00344,2024-05-24,google_ads,B.Tech CS,Delhi,3,4,4,1,1,69,4.1,25,enrollment,12,13,5,5,C010,1,31
LEAD00345,2024-12-03,google_ads,BBA,Delhi,3,9,2,1,0,46,,17,application,9,10,6,7,C003,1,33
LEAD00346,2024-12-05,google_ads,BBA,Bangalore,9,9,1,0,1,22,37.1,11,admission,16,0,9,0,C001,1,17
LEAD00347,2024-09-10,walk_in,BBA,Hyderabad,4,6,2,1,0,28,55.7,7,application,2,1,8,6,C004,1,9
LEAD00348,2025-09-02,google_ads,B.Tech CS,Pune,6,7,3,0,1,91,67.0,19,enrollment,10,9,7,0,C001,1,53
LEAD00349,2023-01-11,google_ads,B.Tech CS,Mumbai,2,4,2,1,0,0,29.5,13,engagement,18,15,9,3,C003,0,
LEAD00350,2023-12-22,google_ads,B.Tech CS,Bangalore,3,2,0,0,1,8,68.6,0,engagement,15,4,1,3,C009,0,
LEAD00351,2024-07-05,facebook,B.Tech CS,Pune,7,6,2,1,1,39,65.8,6,inquiry,11,12,8,0,C010,0,
LEAD00352,2023-03-22,website,B.Com,Bangalore,5,6,1,0,0,35,42.2,17,engagement,16,12,4,0,C005,0,
LEAD00353,2023-08-02,google_ads,B.Tech CS,Bangalore,4,7,2,1,0,51,31.9,24,verification,8,0,10,4,C001,1,28
LEAD00354,2025-02-28,google_ads,B.Com,Mumbai,4,6,2,0,1,35,28.6,15,payment,6,10,3,0,C001,1,69
LEAD00355,2025-06-12,facebook,MBA,Chennai,3,0,0,0,0,21,12.1,14,verification,10,13,5,4,C002,1,72
LEAD00356,2023-08-07,referral,B.Tech CS,Hyderabad,9,6,0,0,0,45,43.5,10,engagement,17,10,4,4,C010,0,
LEAD00357,2025-01-04,referral,BBA,Mumbai,4,8,0,0,1,23,28.0,10,inquiry,16,8,2,6,C010,0,
LEAD00358,2024-12-01,referral,B.Com,Delhi,1,4,0,0,0,45,,14,inquiry,8,12,9,4,C010,0,
LEAD00359,2023-04-10,referral,B.Com,Bangalore,5,7,4,1,1,31,29.1,3,payment,6,1,0,5,C004,1,83
LEAD00360,2025-06-25,facebook,BBA,Chennai,1,5,2,0,0,40,2.3,13,payment,3,7,0,4,C004,1,17
LEAD00361,2024-05-08,referral,BBA,Hyderabad,4,5,2,0,1,22,30.6,13,admission,7,8,4,2,C008,1,47
LEAD00362,2024-01-15,facebook,M.Tech,Mumbai,0,3,0,0,0,20,18.3,16,application,20,5,9,0,C006,0,
LEAD00363,2025-01-24,walk_in,M.Tech,Hyderabad,4,3,0,0,1,52,,14,engagement,19,12,9,4,C009,0,
LEAD00364,2023-03-05,referral,M.Tech,Pune,1,3,0,0,1,0,26.6,5,admission,11,4,0,4,C006,1,13
LEAD00365,2023-02-10,google_ads,B.Com,Delhi,1,4,0,0,0,0,33.1,19,engagement,17,6,10,2,C002,0,
LEAD00366,2024-11-26,walk_in,B.Tech CS,Mumbai,2,6,2,1,0,34,19.6,5,inquiry,17,9,9,5,C005,0,
LEAD00367,2023-05-10,walk_in,BBA,Delhi,0,7,1,1,0,17,,11,verification,14,4,5,6,C003,0,
LEAD00368,2023-09-09,facebook,MBA,Delhi,0,0,3,1,0,13,58.3,30,inquiry,5,13,9,6,C009,0,
LEAD00369,2025-02-06,website,B.Tech CS,Delhi,1,9,4,1,0,0,28.1,24,inquiry,12,15,4,0,C009,0,
LEAD00370,2024-04-09,google_ads,BBA,Mumbai,3,10,3,0,1,55,46.6,15,engagement,3,10,2,5,C010,1,45
LEAD00371,2025-04-04,walk_in,B.Tech CS,Delhi,6,13,3,1,1,45,43.5,13,admission,11,3,2,3,C004,1,84
LEAD00372,2025-08-09,walk_in,B.Tech CS,Hyderabad,10,8,2,1,1,17,24.2,12,verification,2,3,6,4,C001,1,51
LEAD00373,2024-07-11,walk_in,MBA,Delhi,0,5,0,0,0,10,,15,enrollment,6,5,7,0,C001,1,66
LEAD00374,2024-02-10,facebook,MBA,Hyderabad,2,2,3,0,0,16,23.1,30,engagement,15,3,4,6,C005,0,
LEAD00375,2024-06-04,referral,B.Tech CS,Pune,3,3,3,0,0,43,29.7,18,engagement,1,11,3,5,C001,0,
LEAD00376,2023-05-04,facebook,M.Tech,Chennai,4,3,1,0,0,37,,4,verification,17,2,8,6,C009,0,
LEAD00377,2025-06-17,referral,M.Tech,Hyderabad,4,0,0,0,0,59,63.9,7,inquiry,12,8,0,5,C001,0,
LEAD00378,2025-02-02,walk_in,B.Com,Hyderabad,6,6,4,1,0,74,4.0,29,admission,3,12,10,1,C007,1,64
LEAD00379,2024-04-20,google_ads,B.Tech CS,Mumbai,8,13,2,0,0,64,19.6,29,engagement,4,1,9,0,C007,1,32
LEAD00380,2025-09-25,facebook,B.Tech CS,Pune,6,1,2,1,0,80,52.9,8,engagement,9,5,6,4,C004,1,52
LEAD00381,2024-11-21,google_ads,B.Tech CS,Chennai,4,10,4,1,1,17,42.3,21,admission,13,1,3,0,C008,1,73
LEAD00382,2025-07-07,google_ads,MBA,Delhi,3,0,1,1,0,64,,16,inquiry,2,15,7,7,C008,0,
LEAD00383,2023-03-09,facebook,B.Tech CS,Delhi,0,5,1,1,0,7,26.2,8,verification,19,11,1,4,C009,1,42
LEAD00384,2024-07-19,facebook,B.Com,Pune,3,2,3,1,1,39,29.1,1,application,0,13,10,4,C008,0,
LEAD00385,2025-07-20,google_ads,B.Com,Delhi,2,0,1,0,0,21,49.8,7,inquiry,19,5,8,7,C008,0,
LEAD00386,2023-09-03,google_ads,B.Com,Chennai,6,11,2,1,1,56,47.3,25,inquiry,19,7,9,1,C004,0,
LEAD00387,2024-10-03,website,BBA,Bangalore,5,8,3,1,1,50,46.7,18,inquiry,4,6,6,0,C005,0,
LEAD00388,2025-03-05,google_ads,B.Tech CS,Bangalore,1,9,1,0,0,24,,12,verification,6,3,2,5,C004,1,9
LEAD00389,2025-06-10,website,B.Com,Hyderabad,4,0,1,1,0,0,4.8,17,inquiry,2,2,4,4,C008,0,
LEAD00390,2025-06-10,website,MBA,Chennai,0,5,0,0,0,32,61.3,6,engagement,13,13,3,2,C002,0,
LEAD00391,2025-06-01,google_ads,B.Com,Chennai,3,2,0,0,0,21,64.5,17,engagement,2,5,8,3,C003,0,
LEAD00392,2024-10-25,website,B.Com,Delhi,8,6,1,1,1,48,5.7,27,inquiry,15,14,3,7,C007,0,
LEAD00393,2023-01-23,google_ads,B.Tech CS,Bangalore,4,7,2,0,0,74,9.5,28,admission,5,7,6,6,C003,1,79
LEAD00394,2025-09-22,walk_in,MBA,Hyderabad,8,11,2,0,1,54,25.8,23,payment,1,0,1,3,C009,1,38
LEAD00395,2024-02-15,website,B.Com,Bangalore,8,11,2,1,1,35,14.9,25,verification,7,8,4,3,C004,1,18
LEAD00396,2025-12-03,walk_in,BBA,Mumbai,10,9,5,1,1,49,12.8,28,engagement,11,7,2,2,C009,0,
LEAD00397,2024-07-22,walk_in,BBA,Pune,0,2,0,0,1,32,3.1,20,inquiry,1,0,0,1,C010,0,
LEAD00398,2024-12-12,google_ads,BBA,Mumbai,9,11,4,1,1,72,58.2,18,inquiry,11,13,3,0,C002,1,58
LEAD00399,2024-01-24,google_ads,B.Tech CS,Pune,8,8,0,0,1,31,,28,inquiry,10,4,4,1,C010,0,
LEAD00400,2025-11-22,facebook,MBA,Chennai,2,14,4,1,1,33,20.4,7,admission,1,2,3,4,C006,1,12
LEAD00401,2023-01-16,google_ads,M.Tech,Delhi,6,6,1,1,1,54,9.6,24,inquiry,17,11,0,1,C006,0,
LEAD00402,2024-05-18,referral,MBA,Pune,5,2,1,1,0,46,7.9,29,verification,4,10,0,6,C009,0,
LEAD00403,2023-06-01,walk_in,B.Com,Chennai,0,0,1,0,0,0,22.3,30,inquiry,13,11,5,6,C008,0,
LEAD00404,2024-07-10,google_ads,B.Tech CS,Mumbai,1,0,1,0,0,24,26.3,9,engagement,14,13,9,5,C007,0,
LEAD00405,2024-06-03,walk_in,BBA,Chennai,1,1,3,0,1,40,71.7,30,enrollment,10,9,5,0,C010,1,26
LEAD00406,2024-01-17,walk_in,B.Tech CS,Bangalore,5,1,3,1,1,49,63.4,16,application,12,6,5,0,C004,1,38
LEAD00407,2024-10-08,website,MBA,Chennai,7,6,1,1,1,46,43.0,12,engagement,4,5,6,1,C001,0,
LEAD00408,2023-08-24,walk_in,MBA,Pune,5,4,4,1,1,13,,28,engagement,5,9,7,0,C004,0,
LEAD00409,2025-02-25,website,B.Com,Chennai,5,6,2,0,1,45,58.4,15,engagement,16,1,6,0,C002,0,
LEAD00410,2023-06-16,website,B.Tech CS,Mumbai,8,5,1,1,0,34,58.6,14,inquiry,16,0,5,7,C001,0,
LEAD00411,2024-07-21,referral,B.Tech CS,Chennai,3,4,1,0,1,29,42.1,10,inquiry,16,0,2,2,C006,0,
LEAD00412,2023-10-28,referral,B.Com,Delhi,8,12,3,0,0,65,,22,application,7,11,0,2,C009,1,11
LEAD00413,2024-07-04,referral,MBA,Hyderabad,8,8,3,0,1,60,62.2,23,application,20,9,9,0,C009,0,
LEAD00414,2024-02-28,walk_in,B.Tech CS,Bangalore,2,0,1,0,0,0,4.4,22,inquiry,8,12,3,4,C007,0,
LEAD00415,2025-12-26,facebook,B.Com,Mumbai,2,2,4,0,0,3,15.3,19,inquiry,2,11,2,5,C003,0,
LEAD00416,2024-11-02,walk_in,B.Tech CS,Hyderabad,5,7,0,0,0,45,40.9,22,engagement,8,13,1,4,C002,0,
LEAD00417,2023-07-24,facebook,M.Tech,Bangalore,0,4,1,0,1,17,,18,inquiry,17,13,1,1,C003,0,
LEAD00418,2023-10-02,facebook,B.Tech CS,Hyderabad,3,8,1,0,1,26,19.8,18,engagement,13,7,6,5,C003,0,
LEAD00419,2024-07-25,google_ads,B.Tech CS,Hyderabad,2,4,0,0,1,18,27.5,29,engagement,16,14,2,3,C003,0,
LEAD00420,2023-06-03,google_ads,B.Tech CS,Pune,4,7,2,1,0,58,61.6,8,inquiry,8,14,9,0,C008,0,
LEAD00421,2024-06-24,referral,BBA,Pune,0,3,1,1,1,0,8.4,0,enrollment,11,2,3,6,C010,1,46
LEAD00422,2023-07-01,facebook,BBA,Pune,3,6,1,0,1,66,51.0,15,verification,18,6,7,4,C001,0,
LEAD00423,2025-12-06,referral,MBA,Delhi,6,4,2,1,1,47,34.7,3,inquiry,17,15,2,6,C009,0,
LEAD00424,2025-05-15,google_ads,B.Com,Pune,2,1,1,1,1,46,52.3,15,inquiry,0,10,1,5,C006,0,
LEAD00425,2023-09-07,google_ads,MBA,Chennai,6,3,1,0,0,45,70.3,18,engagement,5,11,10,6,C001,1,62
