total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,engagement_score,is_fast_responder,stage_numeric,total_stage_days,source_quality_score,has_high_form_completion,converted
6,2,4,0,0,0,35.9,23,1,0,4,6,4.0,0,4,11,4,0,1
5,2,0,0,0,0,71.4,17,20,9,7,7,2.3333333333333335,0,3,43,3,0,0
9,9,2,1,0,47,29.5,1,3,7,9,1,6.666666666666667,0,6,20,2,0,1
7,5,4,0,0,48,70.2,12,18,5,8,2,5.333333333333333,0,2,33,4,0,0
0,0,2,0,0,53,,2,3,12,7,5,0.6666666666666666,0,3,27,1,0,1
4,4,2,1,1,24,,1,12,6,6,5,3.3333333333333335,0,4,29,5,0,0
2,5,0,0,0,0,43.3,24,12,3,5,5,2.3333333333333335,0,7,25,5,0,1
3,6,2,0,1,0,,3,0,7,0,1,3.6666666666666665,0,3,8,3,0,0
6,1,2,0,0,20,,26,2,9,3,5,3.0,0,2,19,1,0,0
1,0,2,0,0,59,43.7,1,18,3,8,6,1.0,0,2,35,5,0,0
0,0,1,0,0,0,,5,11,3,6,6,0.3333333333333333,0,6,26,5,0,1
4,10,4,1,1,65,,13,0,14,7,7,6.0,0,5,28,4,0,1
0,6,3,0,0,27,,20,7,4,9,3,3.0,0,3,23,1,0,0
4,6,1,0,0,23,20.3,23,7,3,8,1,3.6666666666666665,0,2,19,3,0,0
2,0,2,0,0,25,58.5,4,2,10,0,4,1.3333333333333333,0,1,16,4,0,0
3,1,2,0,1,5,,30,4,0,2,5,2.0,0,3,11,5,0,1
5,7,1,1,0,21,62.6,12,2,9,4,5,4.333333333333333,0,1,20,3,0,0
5,9,4,1,1,18,21.0,27,17,8,3,3,6.0,0,1,31,2,0,0
8,3,0,0,0,64,51.5,30,2,14,10,5,3.6666666666666665,0,4,31,3,0,1
1,8,3,0,0,59,3.9,10,6,6,1,3,4.0,1,2,16,1,0,0
4,9,2,0,1,24,48.4,23,9,0,8,0,5.0,0,6,17,3,0,1
3,9,2,1,1,52,4.9,10,3,14,2,2,4.666666666666667,1,4,21,5,0,1
5,0,1,1,0,7,,18,15,7,10,6,2.0,0,3,38,1,0,0
2,7,0,0,0,0,,10,6,2,10,3,3.0,0,2,21,4,0,0
4,13,0,0,0,41,5.3,4,5,9,4,7,5.666666666666667,0,1,25,2,0,0
12,13,2,0,1,57,33.9,15,2,3,9,4,9.0,0,7,18,4,0,1
4,0,0,0,0,0,32.3,6,11,11,10,4,1.3333333333333333,0,3,36,3,0,0
3,4,1,0,1,65,,9,13,14,10,0,2.6666666666666665,0,4,37,4,0,1
4,5,0,0,1,5,43.5,12,16,1,10,4,3.0,0,4,31,4,0,0
1,7,4,0,1,88,34.2,22,5,8,5,6,4.0,0,2,24,3,1,1
6,6,2,1,1,52,53.3,1,4,2,7,1,4.666666666666667,0,4,14,5,0,1
2,6,0,0,0,29,,16,0,13,8,0,2.6666666666666665,0,4,21,3,0,0
8,15,1,1,1,60,,19,5,13,8,6,8.0,0,5,32,5,0,1
0,2,0,0,1,0,,30,11,14,1,5,0.6666666666666666,0,2,31,1,0,1
0,5,4,1,0,10,20.5,27,5,15,6,7,3.0,0,2,33,5,0,0
7,2,0,0,1,45,19.7,1,19,13,5,1,3.0,0,3,38,1,0,0
2,6,1,0,0,35,13.2,9,10,4,2,5,3.0,0,1,21,3,0,0
1,3,1,0,0,41,28.3,19,4,4,1,6,1.6666666666666667,0,3,15,1,0,1
3,3,3,0,1,11,,30,4,8,8,0,3.0,0,2,20,5,0,0
9,6,3,1,0,65,54.7,19,3,7,0,2,6.0,0,3,12,5,0,1
1,1,2,1,0,16,40.8,29,13,15,3,1,1.3333333333333333,0,3,32,4,0,0
0,1,1,0,0,13,,10,0,9,7,2,0.6666666666666666,0,3,18,5,0,0
4,6,2,1,0,16,5.0,20,7,0,8,7,4.0,0,6,22,5,0,1
6,6,3,0,0,36,67.5,18,17,6,0,1,5.0,0,1,24,5,0,0
0,3,2,1,0,5,17.5,19,17,0,1,5,1.6666666666666667,0,2,23,4,0,0
1,3,0,0,1,0,26.6,5,11,4,0,4,1.3333333333333333,0,5,19,5,0,1
3,4,0,0,0,19,,15,18,10,3,7,2.3333333333333335,0,2,38,1,0,0
2,7,2,0,0,5,60.2,13,18,13,7,1,3.6666666666666665,0,1,39,3,0,0
4,6,3,1,0,65,11.1,16,13,14,3,4,4.333333333333333,0,2,34,3,0,0
0,0,2,0,0,7,,28,9,0,8,4,0.6666666666666666,0,6,21,2,0,1
5,0,0,0,0,0,29.9,1,15,4,4,7,1.6666666666666667,0,1,30,5,0,0
1,5,2,1,1,32,18.4,17,18,11,10,5,2.6666666666666665,0,1,44,4,0,0
3,1,2,0,0,0,2.5,3,13,2,7,1,2.0,1,3,23,3,0,0
3,0,0,0,0,2,8.8,1,13,11,2,1,1.0,0,5,27,2,0,1
4,4,0,0,1,34,,23,20,7,2,6,2.6666666666666665,0,1,35,1,0,0
0,1,0,0,0,38,8.2,4,20,0,3,6,0.3333333333333333,0,2,29,3,0,0
6,3,0,0,0,47,,23,16,15,10,1,3.0,0,2,42,1,0,0
3,10,3,1,0,56,26.8,7,10,1,4,3,5.333333333333333,0,4,18,3,0,1
5,4,2,0,1,32,,24,2,7,8,7,3.6666666666666665,0,3,24,1,0,1
3,9,1,0,1,37,62.3,4,16,8,6,0,4.333333333333333,0,5,30,5,0,1
0,5,0,0,0,17,37.4,3,4,7,8,2,1.6666666666666667,0,4,21,1,0,0
3,9,4,0,0,10,22.7,24,7,14,7,0,5.333333333333333,0,3,28,3,0,0
4,6,2,0,0,36,34.1,28,0,13,4,6,4.0,0,2,23,1,0,0
2,0,1,0,0,0,,20,10,12,3,1,1.0,0,1,26,3,0,0
1,5,3,0,1,0,14.5,3,13,11,7,5,3.0,0,1,36,3,0,0
7,5,2,0,0,31,60.7,30,17,2,10,6,4.666666666666667,0,2,35,3,0,0
11,13,3,1,0,78,,0,5,12,10,5,9.0,0,6,32,1,1,1
3,3,1,1,1,27,34.8,27,1,14,2,3,2.3333333333333335,0,7,20,5,0,1
3,2,1,1,0,27,36.6,9,17,8,5,3,2.0,0,6,33,4,0,1
5,5,1,1,1,36,64.9,8,20,2,8,4,3.6666666666666665,0,1,34,4,0,0
0,1,0,0,1,49,46.8,21,18,1,5,4,0.3333333333333333,0,1,28,2,0,0
0,7,0,0,1,32,50.7,23,1,7,5,7,2.3333333333333335,0,1,20,3,0,0
6,8,3,1,1,40,24.4,16,4,2,2,6,5.666666666666667,0,1,14,1,0,1
2,4,1,1,1,16,8.0,1,10,4,3,5,2.3333333333333335,0,6,22,4,0,1
3,8,4,0,1,12,,12,17,13,4,0,5.0,0,1,34,5,0,0
3,2,0,0,0,16,6.1,5,19,4,10,4,1.6666666666666667,0,3,37,5,0,0
3,8,0,0,1,25,28.3,25,16,10,0,2,3.6666666666666665,0,2,28,5,0,0
0,5,1,0,0,0,50.9,16,5,0,6,3,2.0,0,2,14,3,0,1
2,6,4,1,0,18,5.8,2,8,9,7,3,4.0,0,4,27,4,0,0
3,8,1,1,1,8,47.9,17,3,13,7,4,4.0,0,2,27,1,0,0
5,2,0,0,0,51,,11,13,5,5,4,2.3333333333333335,0,5,27,5,0,1
1,0,0,0,0,36,55.1,10,16,7,9,0,0.3333333333333333,0,4,32,4,0,0
1,1,1,0,0,0,40.3,30,8,6,8,7,1.0,0,3,29,5,0,0
0,5,2,1,0,49,21.3,13,10,14,9,2,2.3333333333333335,0,4,35,5,0,0
4,4,0,0,0,5,45.4,7,9,8,6,6,2.6666666666666665,0,3,29,3,0,0
6,6,1,1,0,55,,15,4,8,2,3,4.333333333333333,0,7,17,5,0,1
5,6,2,1,0,37,,18,9,9,7,3,4.333333333333333,0,5,28,4,0,1
2,0,1,0,0,21,53.1,11,5,1,6,1,1.0,0,3,13,1,0,0
3,2,1,0,0,74,41.9,10,19,10,6,7,2.0,0,4,42,2,1,0
5,4,2,0,1,21,27.3,0,7,7,3,5,3.6666666666666665,0,1,22,3,0,0
5,8,1,1,0,13,25.0,8,3,10,2,0,4.666666666666667,0,3,15,5,0,1
5,10,1,0,0,24,20.0,29,1,10,5,6,5.333333333333333,0,6,22,5,0,1
1,7,1,0,0,55,,20,16,14,3,3,3.0,0,1,36,3,0,0
5,11,2,1,1,26,,19,5,14,6,0,6.0,0,2,25,3,0,1
2,2,1,0,0,36,,25,13,2,6,1,1.6666666666666667,0,1,22,4,0,0
8,6,3,1,0,34,67.9,8,17,13,9,0,5.666666666666667,0,1,39,1,0,0
3,4,3,1,1,0,70.1,1,10,15,5,7,3.3333333333333335,0,1,37,4,0,0
3,5,3,0,0,31,15.7,15,14,1,0,4,3.6666666666666665,0,1,19,4,0,0
2,0,3,0,0,0,,28,12,9,6,6,1.6666666666666667,0,1,33,3,0,0
9,5,0,0,1,22,32.1,13,7,9,1,4,4.666666666666667,0,6,21,2,0,1
3,3,0,0,1,34,13.0,8,2,12,0,3,2.0,0,1,17,4,0,0
4,0,2,1,0,17,32.9,28,19,9,5,1,2.0,0,2,34,3,0,0
3,8,0,0,1,32,41.2,28,20,1,4,0,3.6666666666666665,0,3,25,1,0,0
1,4,3,1,0,32,,17,16,6,4,5,2.6666666666666665,0,3,31,3,0,0
4,9,5,1,1,0,,5,2,13,6,2,6.0,0,6,23,2,0,1
1,5,2,1,0,41,52.4,0,14,5,3,4,2.6666666666666665,0,1,26,1,0,0
3,3,0,0,1,15,66.0,30,20,0,4,4,2.0,0,4,28,5,0,1
7,8,3,0,1,69,43.6,15,7,14,2,6,6.0,0,5,29,3,0,1
7,11,1,1,0,39,22.5,13,10,14,0,7,6.333333333333333,0,7,31,1,0,1
4,8,1,0,1,26,,5,3,12,2,5,4.333333333333333,0,5,22,2,0,1
3,1,0,0,1,44,17.9,30,12,3,1,7,1.3333333333333333,0,7,23,4,0,1
7,8,4,1,1,93,0.8,9,14,15,3,2,6.333333333333333,1,3,34,4,1,1
5,5,4,1,1,38,15.5,5,7,13,9,3,4.666666666666667,0,5,32,3,0,1
0,0,0,0,0,4,52.2,12,8,13,9,5,0.0,0,1,35,1,0,0
3,1,0,0,1,19,18.0,20,1,14,4,5,1.3333333333333333,0,1,24,1,0,0
3,1,0,0,1,43,70.6,25,5,0,2,6,1.3333333333333333,0,4,13,5,0,0
3,12,2,0,0,0,23.2,29,15,3,10,0,5.666666666666667,0,3,28,3,0,0
0,5,1,0,1,24,40.3,8,4,4,3,2,2.0,0,2,13,3,0,0
1,7,0,0,1,0,28.3,28,11,3,3,1,2.6666666666666665,0,1,18,5,0,0
6,10,2,1,0,79,,25,15,2,6,7,6.0,0,1,30,1,1,0
4,0,0,0,0,41,43.2,15,8,14,9,2,1.3333333333333333,0,1,33,1,0,0
0,3,1,0,0,0,17.3,12,6,12,6,4,1.3333333333333333,0,7,28,5,0,1
3,8,0,0,0,69,32.3,6,10,5,5,5,3.6666666666666665,0,4,25,4,0,1
6,6,1,1,1,58,54.5,7,0,3,2,3,4.333333333333333,0,2,8,3,0,1
6,2,0,0,0,22,38.0,25,1,12,2,3,2.6666666666666665,0,6,18,3,0,1
1,7,0,0,0,29,22.5,22,14,3,9,6,2.6666666666666665,0,1,32,2,0,0
5,5,0,0,1,63,9.4,11,11,11,4,4,3.3333333333333335,0,3,30,4,0,0
4,1,0,0,0,4,,27,0,5,8,0,1.6666666666666667,0,2,13,1,0,0
4,1,0,0,0,48,40.2,22,20,1,4,0,1.6666666666666667,0,2,25,1,0,0
2,5,2,1,0,46,25.4,14,15,7,1,6,3.0,0,1,29,1,0,0
2,2,1,0,0,15,,6,20,6,8,0,1.6666666666666667,0,2,34,5,0,0
1,1,3,0,0,18,11.6,1,4,4,2,7,1.6666666666666667,0,5,17,4,0,1
5,2,1,0,1,35,19.6,26,1,12,4,4,2.6666666666666665,0,1,21,4,0,0
6,4,2,1,1,47,34.7,3,17,15,2,6,4.0,0,1,40,5,0,0
4,3,3,1,1,0,,10,12,15,9,5,3.3333333333333335,0,1,41,3,0,0
5,7,4,0,1,9,18.8,13,8,5,8,5,5.333333333333333,0,1,26,4,0,0
4,0,3,1,0,27,58.0,20,4,4,4,1,2.3333333333333335,0,3,13,5,0,0
2,4,2,0,0,54,3.8,9,16,0,6,2,2.6666666666666665,1,4,24,5,0,0
2,6,1,0,0,47,,25,15,12,7,4,3.0,0,4,38,3,0,0
4,9,4,0,0,58,,8,13,3,5,7,5.666666666666667,0,2,28,5,0,1
3,8,1,1,1,24,,4,5,13,3,0,4.0,0,4,21,3,0,0
5,5,3,0,0,69,16.4,7,17,15,7,4,4.333333333333333,0,1,43,5,0,0
1,2,1,1,0,0,10.9,13,19,9,5,0,1.3333333333333333,0,1,33,5,0,0
1,0,0,0,0,16,5.4,10,9,7,9,2,0.3333333333333333,0,2,27,3,0,0
0,15,1,1,1,29,56.7,14,11,11,3,0,5.333333333333333,0,4,25,2,0,1
4,0,3,0,0,46,2.8,3,19,12,4,7,2.3333333333333335,1,6,42,4,0,1
6,5,4,1,1,55,52.7,1,13,1,0,5,5.0,0,2,19,1,0,0
2,1,0,0,1,11,49.0,24,11,6,3,0,1.0,0,1,20,1,0,0
2,3,0,0,0,0,,26,2,6,2,1,1.6666666666666667,0,6,11,5,0,1
6,7,2,1,1,38,17.7,18,11,8,4,1,5.0,0,1,24,3,0,0
3,9,0,0,1,39,,23,5,11,8,7,4.0,0,3,31,1,0,1
0,1,0,0,0,36,40.5,12,10,13,7,4,0.3333333333333333,0,6,34,5,0,1
0,1,2,1,0,3,55.9,23,20,12,10,3,1.0,0,3,45,3,0,0
7,3,4,0,0,44,36.6,14,6,0,3,7,4.666666666666667,0,2,16,4,0,1
4,6,0,0,0,21,50.5,30,2,1,3,3,3.3333333333333335,0,1,9,3,0,0
5,8,3,0,1,39,4.5,21,19,8,6,0,5.333333333333333,1,2,33,5,0,0
0,0,2,0,0,0,49.2,25,15,1,3,4,0.6666666666666666,0,1,23,1,0,0
8,5,5,1,1,85,40.2,25,12,9,7,2,6.0,0,1,30,5,1,0
5,9,4,0,1,39,13.7,30,2,3,8,5,6.0,0,5,18,5,0,1
0,10,0,0,0,62,35.8,1,4,9,8,2,3.3333333333333335,0,1,23,4,0,0
0,0,1,0,0,23,65.0,8,15,4,6,4,0.3333333333333333,0,1,29,4,0,0
1,1,1,1,1,31,24.3,26,18,8,0,5,1.0,0,2,31,1,0,0
5,8,0,0,0,29,62.3,18,14,14,10,2,4.333333333333333,0,2,40,3,0,1
8,5,4,1,0,59,3.5,18,17,5,7,6,5.666666666666667,1,2,35,4,0,0
4,5,0,0,1,30,,5,3,10,1,6,3.0,0,6,20,1,0,1
7,4,5,0,1,37,25.9,24,13,7,1,3,5.333333333333333,0,1,24,3,0,1
4,12,0,0,1,33,52.6,30,13,7,5,7,5.333333333333333,0,7,32,3,0,1
0,1,2,1,0,13,,8,14,15,3,4,1.0,0,4,36,5,0,0
5,12,2,0,0,58,7.6,28,2,7,9,7,6.333333333333333,0,2,25,3,0,1
2,3,0,0,1,74,55.0,14,3,14,0,0,1.6666666666666667,0,4,17,2,1,1
4,5,3,0,0,36,52.9,22,14,7,8,4,4.0,0,7,33,5,0,1
2,0,2,1,0,38,10.9,6,7,7,4,0,1.3333333333333333,0,1,18,3,0,0
3,0,1,0,0,35,,14,2,1,8,7,1.3333333333333333,0,2,18,3,0,0
3,3,3,1,0,71,24.3,18,13,5,0,2,3.0,0,2,20,3,1,1
4,4,0,0,0,35,6.0,11,1,1,0,3,2.6666666666666665,0,2,5,3,0,0
0,6,0,0,1,0,22.3,16,16,0,5,4,2.0,0,4,25,5,0,0
6,9,3,0,0,54,54.9,23,20,3,2,4,6.0,0,2,29,1,0,0
3,6,0,0,0,11,17.6,2,15,3,5,4,3.0,0,2,27,5,0,0
6,4,2,1,1,46,,5,17,2,3,4,4.0,0,1,26,4,0,0
4,6,3,1,0,67,,26,18,11,10,3,4.333333333333333,0,3,42,3,0,0
3,4,0,0,0,0,12.2,12,13,15,9,7,2.3333333333333335,0,2,44,3,0,0
0,3,1,0,0,49,54.3,8,14,3,2,4,1.3333333333333333,0,5,23,5,0,1
3,1,3,1,0,58,30.0,22,12,11,3,5,2.3333333333333335,0,1,31,5,0,0
2,0,1,0,0,0,48.1,1,12,5,4,5,1.0,0,7,26,1,0,1
0,0,1,1,0,16,3.5,13,2,15,5,6,0.3333333333333333,1,2,28,3,0,0
5,6,4,0,1,65,,12,15,1,9,5,5.0,0,5,30,1,0,1
7,9,3,1,1,87,45.4,21,14,15,7,4,6.333333333333333,0,2,40,2,1,1
2,7,3,0,0,37,18.8,3,3,6,7,1,4.0,0,3,17,1,0,1
1,0,2,0,0,30,,22,11,15,1,1,1.0,0,2,28,1,0,0
4,6,1,0,1,52,,30,19,2,5,4,3.6666666666666665,0,5,30,2,0,1
5,9,0,0,0,43,71.6,1,9,6,7,7,4.666666666666667,0,5,29,2,0,1
5,5,1,1,0,57,25.8,24,19,14,7,0,3.6666666666666665,0,4,40,3,0,0
0,0,4,0,0,0,,21,20,1,8,6,1.3333333333333333,0,2,35,2,0,0
2,2,4,0,0,41,11.0,0,18,13,6,0,2.6666666666666665,0,1,37,3,0,0
7,5,0,0,1,40,44.6,27,20,11,8,7,4.0,0,1,46,1,0,0
2,4,0,0,1,61,24.7,28,5,4,8,4,2.0,0,7,21,3,0,1
11,1,3,1,0,43,,29,18,5,10,3,5.0,0,1,36,3,0,0
1,1,2,1,0,0,,1,12,13,0,3,1.3333333333333333,0,3,28,3,0,0
4,8,1,0,0,59,63.3,16,15,8,8,4,4.333333333333333,0,1,35,3,0,0
2,4,1,1,0,59,,0,9,12,9,0,2.3333333333333335,0,6,30,4,0,1
4,2,0,0,1,34,12.5,1,11,12,8,0,2.0,0,6,31,5,0,1
1,10,4,0,1,0,34.6,7,2,9,1,7,5.0,0,2,19,4,0,0
5,3,0,0,0,45,,6,11,3,7,1,2.6666666666666665,0,2,22,4,0,1
1,2,0,0,1,26,39.8,20,17,12,8,0,1.0,0,1,37,5,0,0
2,0,2,1,0,24,67.0,22,2,11,2,0,1.3333333333333333,0,3,15,2,0,0
6,8,1,0,1,63,22.4,23,11,12,0,1,5.0,0,3,24,2,0,0
2,2,1,1,0,28,54.4,8,6,12,4,3,1.6666666666666667,0,2,25,5,0,0
0,1,0,0,0,16,,6,20,0,4,7,0.3333333333333333,0,2,31,3,0,0
3,3,2,1,1,32,,2,7,8,3,6,2.6666666666666665,0,6,24,1,0,1
8,7,4,1,0,29,51.0,20,3,2,8,2,6.333333333333333,0,7,15,1,0,1
4,3,2,0,1,54,58.9,16,3,1,7,3,3.0,0,5,14,4,0,1
5,6,2,0,0,76,10.5,2,0,6,8,5,4.333333333333333,0,1,19,2,1,0
3,2,0,0,0,16,67.9,13,2,2,4,4,1.6666666666666667,0,3,12,1,0,0
0,1,2,1,1,15,24.1,8,0,9,8,7,1.0,0,2,24,1,0,0
0,1,1,0,1,34,12.5,27,16,8,1,3,0.6666666666666666,0,3,28,5,0,0
7,6,5,1,1,16,20.2,17,10,6,4,0,6.0,0,3,20,3,0,1
4,0,0,0,0,63,69.3,14,4,10,8,2,1.3333333333333333,0,4,24,3,0,0
1,5,0,0,1,25,11.5,19,0,12,6,2,2.0,0,1,20,1,0,0
0,2,4,1,0,9,47.3,28,19,9,0,0,2.0,0,2,28,2,0,0
6,8,1,0,1,46,52.0,13,12,10,5,7,5.0,0,5,34,3,0,1
6,9,0,0,1,40,3.2,15,15,13,9,2,5.0,1,4,39,3,0,0
1,3,1,0,0,17,28.7,11,3,0,8,1,1.6666666666666667,0,2,12,4,0,0
1,7,1,1,0,20,67.3,15,16,9,1,3,3.0,0,1,29,4,0,0
0,1,1,1,0,6,41.5,10,3,2,9,6,0.6666666666666666,0,7,20,3,0,1
3,5,2,1,1,35,59.3,7,7,0,10,6,3.3333333333333335,0,1,23,4,0,0
2,0,0,0,0,46,37.7,22,14,10,7,4,0.6666666666666666,0,1,35,1,0,0
5,4,2,1,0,49,11.2,23,17,13,8,0,3.6666666666666665,0,1,38,1,0,0
6,6,3,1,1,74,,4,18,4,5,5,5.0,0,1,32,3,1,1
2,7,4,0,1,53,43.2,25,13,8,8,0,4.333333333333333,0,5,29,3,0,1
4,0,1,1,0,30,31.6,22,18,11,4,5,1.6666666666666667,0,3,38,3,0,0
1,0,0,0,0,2,38.4,24,1,13,5,0,0.3333333333333333,0,2,19,4,0,0
4,5,0,0,1,47,69.7,6,18,2,5,1,3.0,0,1,26,1,0,0
0,0,2,1,0,0,39.4,14,7,1,0,6,0.6666666666666666,0,3,14,2,0,0
10,8,4,1,1,98,,3,10,13,7,0,7.333333333333333,0,2,30,3,1,1
0,0,1,0,0,2,,29,0,6,5,5,0.3333333333333333,0,2,16,1,0,0
0,5,3,1,0,2,71.5,28,13,2,3,1,2.6666666666666665,0,4,19,4,0,1
2,4,2,1,1,0,24.8,11,10,9,4,1,2.6666666666666665,0,5,24,5,0,1
4,9,2,1,1,67,66.3,2,0,14,5,0,5.0,0,4,19,5,0,1
0,2,5,1,1,34,18.1,17,12,4,1,5,2.3333333333333335,0,1,22,3,0,0
2,3,1,0,0,46,6.5,11,16,12,6,0,2.0,0,1,34,1,0,0
1,2,3,0,1,30,34.7,17,10,11,8,4,2.0,0,4,33,3,0,0
4,7,2,1,1,58,40.5,3,1,1,2,4,4.333333333333333,0,6,8,3,0,1
7,5,2,1,1,75,,5,10,11,2,0,4.666666666666667,0,5,23,1,1,1
5,6,0,0,0,35,16.3,3,6,8,9,0,3.6666666666666665,0,1,23,3,0,0
3,6,5,1,0,0,62.1,3,7,9,8,0,4.666666666666667,0,4,24,1,0,0
2,0,0,0,0,14,44.2,18,2,6,8,7,0.6666666666666666,0,1,23,3,0,0
5,5,3,1,0,19,,19,14,5,3,7,4.333333333333333,0,1,29,3,0,0
2,6,4,1,0,56,,20,11,0,2,2,4.0,0,2,15,3,0,0
8,7,4,0,1,37,60.2,12,1,0,4,1,6.333333333333333,0,6,6,3,0,1
0,3,0,0,0,18,10.8,19,11,14,5,6,1.0,0,3,36,5,0,1
2,0,0,0,0,25,25.5,2,7,11,8,0,0.6666666666666666,0,1,26,3,0,0
2,2,0,0,1,25,,9,16,8,0,2,1.3333333333333333,0,4,26,2,0,0
4,1,4,1,1,65,66.3,9,20,12,1,3,3.0,0,6,36,4,0,1
7,7,2,0,1,11,25.8,17,4,9,2,3,5.333333333333333,0,1,18,2,0,0
6,8,3,1,1,54,25.6,2,20,7,6,1,5.666666666666667,0,2,34,4,0,0
5,6,0,0,0,90,51.4,26,3,5,10,4,3.6666666666666665,0,4,22,3,1,1
3,1,2,0,0,8,,17,14,10,9,1,2.0,0,1,34,4,0,0
4,8,0,0,1,48,35.9,9,19,14,1,4,4.0,0,1,38,3,0,0
5,2,2,0,1,26,18.4,4,5,15,5,4,3.0,0,1,29,4,0,0
0,3,6,0,1,59,,23,1,0,5,6,3.0,0,2,12,3,0,0
9,3,0,0,0,48,4.0,28,0,6,9,3,4.0,1,3,18,1,0,1
7,7,1,1,0,52,21.2,0,11,10,6,5,5.0,0,4,32,3,0,1
3,11,0,0,0,26,69.9,1,1,0,1,2,4.666666666666667,0,6,4,5,0,1
1,0,0,0,0,11,23.2,28,15,9,10,7,0.3333333333333333,0,1,41,2,0,0
7,11,2,1,1,93,,2,10,9,3,5,6.666666666666667,0,3,27,5,1,1
5,14,0,0,1,60,42.3,3,1,1,1,2,6.333333333333333,0,7,5,1,0,1
4,6,2,1,1,46,68.4,23,1,13,6,1,4.0,0,6,21,4,0,1
4,8,0,0,0,47,67.4,6,7,10,9,3,4.0,0,3,29,5,0,0
4,11,1,1,0,61,18.0,18,7,11,6,7,5.333333333333333,0,6,31,3,0,1
7,9,3,1,1,71,46.9,8,12,7,6,6,6.333333333333333,0,5,31,3,1,1
7,9,4,1,1,87,69.9,13,17,12,2,5,6.666666666666667,0,1,36,2,1,0
3,0,2,0,0,13,23.7,14,6,0,10,0,1.6666666666666667,0,1,16,1,0,0
6,9,3,0,0,57,29.6,25,3,4,9,2,6.0,0,6,18,1,0,1
0,2,2,1,0,0,65.9,14,11,13,9,5,1.3333333333333333,0,2,38,4,0,1
0,1,0,0,0,0,,26,20,9,1,0,0.3333333333333333,0,1,30,2,0,0
4,7,4,0,0,15,19.7,9,2,10,1,1,5.0,0,3,14,2,0,1
1,8,0,0,1,37,62.7,28,11,9,10,2,3.0,0,2,32,4,0,0
3,4,2,0,1,87,27.1,6,18,15,2,7,3.0,0,6,42,3,1,1
5,3,2,0,0,40,53.6,15,4,3,2,4,3.3333333333333335,0,1,13,1,0,0
3,0,0,0,0,51,3.8,4,11,13,7,0,1.0,1,2,31,1,0,0
5,6,5,1,1,63,15.9,15,6,14,0,3,5.333333333333333,0,6,23,1,0,1
6,7,1,0,1,42,38.1,1,20,3,6,5,4.666666666666667,0,4,34,4,0,1
3,2,3,0,0,32,3.7,13,19,1,1,2,2.6666666666666665,1,5,23,5,0,1
5,10,4,0,1,30,66.0,19,14,4,0,6,6.333333333333333,0,1,24,1,0,0
3,6,0,0,1,0,8.2,14,12,9,4,0,3.0,0,3,25,4,0,0
5,10,3,0,1,39,69.1,10,9,12,8,4,6.0,0,3,33,1,0,0
5,7,0,0,0,33,46.0,7,11,3,10,5,4.0,0,6,29,1,0,1
6,14,4,0,1,55,,27,7,3,10,5,8.0,0,3,25,5,0,0
0,2,1,1,0,25,53.3,2,2,8,6,0,1.0,0,5,16,4,0,1
6,6,0,0,1,39,69.5,17,10,11,3,1,4.0,0,4,25,1,0,1
0,2,0,0,0,7,53.1,10,11,11,4,1,0.6666666666666666,0,2,27,1,0,0
2,2,0,0,1,20,24.1,22,8,9,1,0,1.3333333333333333,0,2,18,2,0,0
2,2,0,0,1,31,67.4,3,17,4,1,5,1.3333333333333333,0,5,27,1,0,1
7,8,2,1,0,41,55.1,10,20,15,1,0,5.666666666666667,0,2,36,1,0,0
6,0,1,0,0,12,33.8,5,4,6,0,4,2.3333333333333335,0,7,14,5,0,1
4,5,4,0,1,20,63.3,18,13,3,0,5,4.333333333333333,0,2,21,1,0,0
9,8,4,1,1,55,47.4,7,7,11,4,5,7.0,0,2,27,2,0,0
5,3,3,1,1,5,61.1,22,2,13,3,5,3.6666666666666665,0,1,23,2,0,0
3,7,5,1,0,57,12.8,7,12,8,9,1,5.0,0,1,30,1,0,0
3,5,1,1,1,36,,1,1,7,10,3,3.0,0,3,21,2,0,0
2,5,2,1,0,56,16.1,20,7,7,9,7,3.0,0,7,30,3,0,1
0,4,1,0,1,32,,2,17,3,1,4,1.6666666666666667,0,3,25,3,0,0
2,6,3,1,0,10,22.9,25,14,13,3,2,3.6666666666666665,0,5,32,3,0,1
6,5,0,0,1,0,35.8,21,2,12,10,5,3.6666666666666665,0,4,29,3,0,1
0,4,0,0,1,20,23.6,16,14,5,10,7,1.3333333333333333,0,2,36,3,0,0
3,7,1,0,0,35,,1,8,11,4,1,3.6666666666666665,0,1,24,4,0,0
3,4,1,1,0,34,64.8,8,3,3,7,0,2.6666666666666665,0,1,13,4,0,0
3,6,4,0,1,1,21.2,16,20,0,4,6,4.333333333333333,0,2,30,2,0,0
4,8,4,1,1,40,14.9,12,4,2,1,2,5.333333333333333,0,1,9,5,0,1
5,4,2,0,0,46,,3,11,12,4,6,3.6666666666666665,0,5,33,4,0,1
6,2,1,1,1,43,41.5,6,1,13,1,6,3.0,0,4,21,3,0,1
9,9,3,0,1,23,,21,15,1,10,2,7.0,0,1,28,5,0,0
0,0,0,0,0,0,46.9,19,3,5,0,2,0.0,0,6,10,4,0,1
